"V1","V2","user"
-1.5995272509654,-1.42192719377283,"1004503276518137856"
-1.41715218707093,2.31479151985946,"1007192254505598976"
-1.09914450795167,-2.07745515198778,"1008075419755667456"
-0.39347394659706,-2.03203691589234,"1011429920931643392"
-0.474466777670621,-1.31856911147101,"10119272"
-1.19509920541578,-0.590304458855866,"1014049190593290240"
-0.405484821931991,-1.4649466848553,"1014061879000330240"
-1.70551666469324,0.26219885065121,"1014769285028200448"
-0.456536115650247,-1.38623955129635,"101636478"
-2.002870544445,-0.557803408409193,"1016607934913089537"
-1.04922065013408,-1.389634617785,"1022236612808208384"
0.76122971330517,-0.936620786075462,"102271389"
0.808943803920445,-1.24966711098726,"1023497524072644614"
-2.11267716317316,-1.55516798867054,"102604755"
-0.356054274985681,-2.09471608628957,"1027942309"
-1.3293161220653,-1.02214703786085,"102894757"
-1.39921185185755,-1.53899104043927,"1032068116820287488"
0.826904598883621,0.307661683200005,"103516223"
-1.75493476199701,-1.33010920510084,"1036117723300818944"
-1.46848393549254,-1.49352867138403,"1036536822396928000"
0.449091297562804,-0.744568323859984,"1036880455440588802"
-1.37289701400598,-2.04064051393244,"1037820482"
-0.670923837726577,-1.59295999061101,"1044810131421233152"
-1.58573430486567,-1.7625784910815,"10454332"
-0.622479030930083,-1.84244293238762,"1048787252447346689"
-1.07558104758229,-1.76361204554096,"1054622836814299136"
0.448488227569595,-0.0621893724122831,"1054998912342388736"
-1.17669402949795,-1.15415589926806,"1055571692750159872"
-1.51106665147894,-1.44186284920802,"1057389751563481088"
-1.25848158500618,-0.896250822893928,"1058849785"
-0.189035485303479,-1.58402611581714,"1058941568038498304"
-0.943995959955672,-1.64003469213892,"1062883773082034182"
-1.29524306640482,-1.22517768895233,"1068303691533344768"
-1.59755692829189,-1.31260031256901,"1069083118563483648"
-1.4805200931581,-0.932234469489835,"107345085"
-1.40491294718713,-1.20126991667987,"107587891"
-1.72466196275947,-1.35086317156118,"1080233756802265088"
-0.396403433959713,0.637251479001312,"1085267779639537664"
0.725247330670481,-0.0302541049511814,"1085639564855627776"
-1.93791344841292,-0.987069448259637,"1088448157"
0.910238101736124,0.31327942381712,"108881273"
-1.96086828276244,-0.74948733771881,"109323518"
-1.80245885659615,-0.50960209927401,"1093628184"
-0.676640374384119,-1.54514111450171,"1099996675764977664"
-0.620717038628197,-1.75895491001217,"1100202071234494465"
-2.22773331421025,-0.599480843444217,"1101907598998159361"
-1.94073837119416,-0.574440434841911,"1104845784653029376"
-1.45099361490692,-0.946417623821981,"1106457450654228481"
-1.47031778615628,-0.945888675415534,"1106462481759662080"
-1.50710988324645,-0.911104491509778,"1106505216709414912"
-1.51300653346226,1.76556335842471,"11073952"
0.210288973105194,1.76459287590263,"1108256782491619328"
-0.915160597261165,-1.59658799506365,"1108561417978806272"
-0.757643651526376,-0.911838992205293,"1108622630989361152"
-1.5426658866934,-0.867190716282472,"1108627423"
0.725043079720485,-0.567252298435831,"1113560529266548736"
-1.85714690771596,-1.19425098393913,"1114086427808002048"
0.325083831266933,0.0372254472410897,"1115956142721597440"
-1.67810042636101,-1.07049036722124,"11175282"
-2.00137525502761,-0.38746355424863,"1118686711"
-1.49109064392305,-0.876426414559017,"1125430448576876544"
0.701179261434998,-0.281088589486621,"1132335834"
-1.57645503728072,-0.286029715350272,"1132956748661190656"
-1.84865128001684,-0.984588028559005,"1133521516056834048"
-2.29694298375709,1.88889263682252,"113543497"
-0.542270472060649,-1.40802912738776,"113799543"
